PERMIT_TYPE,PERMIT#,PERMIT_RSN,PROJECT_NAME,LOCATION,EXPIRATION,CONTRACTOR,PHONE#,TOTAL_DAYS
EX,2019-037513 EX,12153078,AWU - PINEHURST DR 11142 - EMERGENCY WATER SERV LINE LEAK REPAIR ,11142 PINEHURST DR,4/11/19,Austin Water Utility - DSM,5129721178,31
EX,2019-036964 EX,12152471,AWU - GABLE DR 3605 - EMERGENCY WATER SERVICE REPAIR,3412-3605 GABLE DR,4/8/19,Austin Water Utility - DSM,5129721178,31
EX,2019-039066 EX,12155002,AWU - PEREZ ST 1209 - EMERGENCY WATER SERV LINE CUT OFF REPLACEMENT,1209 PEREZ ST,4/13/19,Austin Water Utility - DSM,5129721178,31
EX,2019-037380 EX,12152924,AWU - LA COSTA DR 10307- EMERGENCY WATER SERVICE REPAIR,10307 LA COSTA DR,4/11/19,Austin Water Utility - DSM,5129721178,31
EX,2019-035608 EX,12150922,AWU - E 11th St 2504 - Emergency Water Repair,2504 E 11TH ST,4/7/19,Austin Water Utility - DSM,5129721178,31
EX,2019-037303 EX,12152833,AWU - VALLEYSIDE RD 6537 - EMERGENCY WATER SERVICE REPAIR,6537 VALLEYSIDE RD,4/11/19,Austin Water Utility - DSM,5129721178,31
EX,2019-035796 EX,12151147,AWU - PACK SADDLE PASS  4502 - EMERGENCY WATER SERV LINE LEAK REPAIR ,4500-4510 PACK SADDLE PASS,4/8/19,Austin Water Utility - DSM,5129721178,31
EX,2019-035404 EX,12150677,AWU - MARK ST 1131- EMERGENCY WATER SERVICE REPAIR,1131 MARK ST,4/6/19,Austin Water Utility - DSM,5129721178,31
EX,2019-037164 EX,12152671,AWU - SALADO ST 2830 - EMERGENCY WATER REPAIR,2830 SALADO ST,4/11/19,Austin Water Utility - DSM,5129721178,31
EX,2019-037163 EX,12152670,AWU - S LAMAR BLVD 600 - EMERGENCY WATER REPAIR,600 S LAMAR BLVD,4/11/19,Austin Water Utility - DSM,5129721178,31
EX,2019-035439 EX,12150712,AWU - JONES RD 2001 - Emergency Water Service Leak,2001 JONES RD,4/6/19,Austin Water Utility - DSM,5129721178,31
EX,2019-038380 EX,12154166,AWU - INDIAN TRAIL 2400 BLK - Emergency water service leak ,2400-2617 INDIAN TRL,4/12/19,Austin Water Utility - DSM,5129721178,31
EX,2019-036618 EX,12152064,AWU - BELMONT PKWY 1105 - EMERGENCY WATER MAIN REPAIR,1105 BELMONT PKWY,4/8/19,Austin Water Utility - DSM,5129721178,31
EX,2019-037018 EX,12152525,AWU - NAVARRO PL 7707 - Emergency Service Lin e Repair ,7600-7725 NAVARRO PL,4/8/19,Austin Water Utility - DSM,5129721178,31
EX,2019-035614 EX,12150935,AWU - Atkinson Rd 1000 - Emergency Water Repair,1000 ATKINSON RD,4/7/19,Austin Water Utility - DSM,5129721178,30
EX,2019-035396 EX,12150669,AWU - SANDSHOF DR 6500 - Emergency Water Service Leak Repair,6500 SANDSHOF DR,4/6/19,Austin Water Utility - DSM,5129721178,31
EX,2019-035353 EX,12150624,AWU- WILLOW ST 2510 - EMERGENCY SEWER SVC LINE REPAIR,2510 WILLOW ST,4/6/19,Austin Water Utility - DSM,5129721178,31
EX,2019-036890 EX,12152391,AWU - OAK KNOLL DR 11709 - Emergency Water Service ,11709 OAK KNOLL DR,4/8/19,Austin Water Utility - DSM,5129721178,31
EX,2019-036901 EX,12152402,AWU -  E 53RD HALF ST 939 - EMERGENCY WATER MAIN REPAIR,939 E 53RD HALF ST,4/8/19,Austin Water Utility - DSM,5129721178,31
EX,2019-037704 EX,12153327,AWU - NORTHWESTERN DR 728 - EMERGENCY CITY CUT OFF REPLACEMENT,728 NORTHWESTERN AVE,4/11/19,Austin Water Utility - DSM,5129721178,31
EX,2019-038274 EX,12154051,AWU - LUNAR DR 7612 - EMERGENCY WATER SERVICE REPAIR,7612 LUNAR DR,4/12/19,Austin Water Utility - DSM,5129721178,31
EX,2019-035682 EX,12151021,AWU - KNOLL RIDGE DR 12401 - EMERGENCY WATER SERVICE REPAIR,12401 KNOLL RIDGE DR,4/7/19,Austin Water Utility - DSM,5129721178,31
EX,2019-037921 EX,12153613,AWU- ABILENE TRL 5800 - EMERGENCY WATER LINE REPAIR,5800 ABILENE TRL,4/12/19,Austin Water Utility - DSM,5129721178,31
EX,2019-037466 EX,12153027,AWU - CEBERRY DR 8110 - EMERGENCY WATER LINE REPAIR-CROSS ST SUMMIT BEND,8110 CEBERRY DR,4/11/19,Austin Water Utility - DSM,5129721178,31
EX,2019-037741 EX,12153368,AWU - SCRIBE DR 12000 - EMERGENCY WATER LINE REPAIR,12000 SCRIBE DR,4/11/19,Austin Water Utility - DSM,5129721178,31
EX,2019-038146 EX,12153912,AWU - MOJAVE DR 6006 - EMERGENCY WATER LINE REPAIR,6006 MOJAVE DR,4/12/19,Austin Water Utility - DSM,5129721178,31
EX,2019-038126 EX,12153881,AWU - WESTMOOR DR 1601 - EMERGENCY WATER SERVICE REPAIR,1601 WESTMOOR DR,4/12/19,Austin Water Utility - DSM,5129721178,31
EX,2019-035744 EX,12151089,AWU - GRAYFORD DR 1506 - EMERGENCY WATER SERV LINE LEAK REPAIR,1500-1610 GRAYFORD DR,4/8/19,Austin Water Utility - DSM,5129721178,31
EX,2019-036029 EX,12151415,AWU - CASCADERA DR 3407 - EMERGENCY WATER SERVICE REPAIR,3407 CASCADERA DR,4/8/19,Austin Water Utility - DSM,5129721178,31
EX,2019-037107 EX,12152614,AWU - CASWELL AVE 4606 - EMERGENCY WATER MAIN REPAIR,4606 CASWELL AVE,4/11/19,Austin Water Utility - DSM,5129721178,31
EX,2019-035474 EX,12150747,AWU - OAKLAWN AVE 2613 - EMERGENCY WATER MAIN REPAIR,2613 OAKLAWN AVE,4/6/19,Austin Water Utility - DSM,5129721178,31
EX,2019-034477 EX,12149626,AWU - MALAGA DR 4504 - EMERGENCY WATER SERVICE REPAIR,4504 MALAGA DR,4/5/19,Austin Water Utility - DSM,5129721178,31
EX,2019-034661 EX,12149841,AWU - E RUNDBERG LN 1200 - EMERGENCY WATER REPAIR,1200 E RUNDBERG LN,4/6/19,Austin Water Utility - DSM,5129721178,31
EX,2019-034504 EX,12149671,AWU - E 51ST ST 3807 - EMERGENCY WATER SERVICE REPAIR,3807 E 51ST ST,4/5/19,Austin Water Utility - DSM,5129721178,31
EX,2019-033059 EX,12147935,AWU - BOULDIN AVE 514 - EMERGENCY WATER MAIN BREAK,514 BOULDIN AVE,4/4/19,Austin Water Utility - DSM,5129721178,31
EX,2019-031949 EX,12146576,AWU - SHOAL CREEK BLVD 7303 - WATER SERVICE RELAY,7303 SHOAL CREEK BLVD,4/10/19,Austin Water Utility - DSM,5129721178,31
EX,2019-034659 EX,12149839,AWU - SINCLAIR AVE 4112 - EMERGENCY WATER MAIN REPAIR,4112 SINCLAIR AVE,4/6/19,Austin Water Utility - DSM,5129721178,31
EX,2019-032975 EX,12147828,AWU - SCHULLE AVE 2202 - EMERGENCY WATER REPAIR,2202 SCHULLE AVE,4/4/19,Austin Water Utility - DSM,5129721178,31
EX,2019-032973 EX,12147822,AWU - Lonesome Dove Cv 7801 - Emergency Water Repair,7801 LONESOME DOVE CV,4/4/19,Austin Water Utility - DSM,5129721178,31
EX,2019-032974 EX,12147827,AWU - Willow ST 2001 - Emergency Water Repair,2001 WILLOW ST,4/4/19,Austin Water Utility - DSM,5129721178,31
EX,2019-032971 EX,12147820,AWU - Parkfield Dr 10008 - Emergency Water Repair,10008 PARKFIELD DR,4/3/19,Austin Water Utility - DSM,5129721178,30
EX,2019-031779 EX,12146388,AWU - GLOMAR AVE 4202 - EMERGENCY WATER SERVICE REPAIR,4202 GLOMAR AVE,4/1/19,Austin Water Utility - DSM,5129721178,31
EX,2019-032111 EX,12146749,AWU - GLEN MEADOW DR 6000-6203 - EMERGENCY WATER REPAIR,6000-6203 GLEN MEADOW DR,4/1/19,Austin Water Utility - DSM,5129721178,31
EX,2019-033788 EX,12148810,AWU - WEST LYNN ST 1601 - EMERGENCY WATER LINE REPAIR,1600-1621 WEST LYNN ST,4/5/19,Austin Water Utility - DSM,5129721178,31
EX,2019-034119 EX,12149228,AWU - WESTFIELD DR 5010 - EMERGENCY WATER SERVICE REPAIR,5010 WESTFIELD DR,4/5/19,Austin Water Utility - DSM,5129721178,31
EX,2019-032875 EX,12147674,AWU - UPLAND DR 1106 - EMERGENCY WATER LINE REPAIR,1106 UPLAND DR,4/4/19,Austin Water Utility - DSM,5129721178,31
EX,2019-032869 EX,12147668,AWU - TREATY OAK CIR 6902 - EMERGENCY WATER LINE REPAIR,6902 TREATY OAK CIR,4/4/19,Austin Water Utility - DSM,5129721178,31
EX,2019-033866 EX,12148896,AWU - FRENCH PL 2801 - EMERGENCY WATER SERVICE REPAIR,2801 FRENCH PL,4/6/19,Austin Water Utility - DSM,5129721178,31
EX,2019-032819 EX,12147618,AWU - SPRINGDALE RD 700 - EMERGENCY SEWER REPAIR,700-726 SPRINGDALE RD,4/4/19,Austin Water Utility - DSM,5129721178,31
EX,2019-032123 EX,12146761,AWU - COUNTRY KNOLL 11104 - EMERGENCY WATER REPAIR,11104 COUNTRY KNOLL,4/1/19,Austin Water Utility - DSM,5129721178,31
EX,2019-032885 EX,12147687,AWU - ZACH SCOTT ST 2228 - EMERGENCY WATER SERVICE REPAIR,2200-2228 ZACH SCOTT ST,4/3/19,Austin Water Utility - DSM,5129721178,31
EX,2019-032801 EX,12147597,AWU - SOL WILSON AVE 2600 - EMERGENCY WATER REPAIR,2600-2623 SOL WILSON AVE,4/4/19,Austin Water Utility - DSM,5129721178,31
EX,2019-034241 EX,12149361,AWU - SPIRIT OF TEXAS DR 3100 1/2 - EMERGENCY WATER MAIN REPAIR ,3100 1/2 SPIRIT OF TEXAS DR,4/5/19,Austin Water Utility - DSM,5129721178,31
EX,2019-032825 EX,12147624,AWU - WILLIAM HOLLAND AVE 5406 - EMERGENCY WATER MAIN REPAIR,5406 WILLIAM HOLLAND AVE,4/4/19,Austin Water Utility - DSM,5129721178,31
EX,2019-032256 EX,12146939,AWU - PALMETTO CIR 7501  - EMERGENCY WATER SERVICE REPAIR,7501 PALMETTO CIR,4/1/19,Austin Water Utility - DSM,5129721178,31
EX,2019-031517 EX,12146104,AWU - NASH AVE 1707 - EMERGEWNCY WATER SERVICE REPAIR,1707 NASH AVE,4/1/19,Austin Water Utility - DSM,5129721178,31
EX,2019-029334 EX,12143546,AWU - STACY LN 2709 - WATER SERVICE RELAY,2709 STACY LN,4/1/19,Austin Water Utility - DSM,5129721178,31
EX,2019-027306 EX,12141126,AWU - S CONGRESS 1506 - REPAIR /REPLACE A METER BOX,1506 S CONGRESS AVE,4/19/19,Austin Water Utility - DSM,5129721178,31
EX,2019-023707 EX,12136940,AWU - WEST GATE BLVD 6700 - EMERGENCY WATER REPAIR,6700 WEST GATE BLVD BLDG A,4/14/19,Austin Water Utility - DSM,5129721178,59
EX,2018-082875 EX,11941489,AWU - PERIWINKLE PATH 5101 - EMERGENCY WATER LEAK REPAIR,2200-2217 JONES RD,6/8/19,Austin Water Utility - DSM,5129721178,396
EX,2018-016941 EX,11864940,AWU - EXCHANGE DRIVE 8140 - EMERGENCY WATER REPAIR,8140 EXCHANGE DR,3/9/20,Austin Water Utility - DSM,5129721178,759
EX,2017-053304 EX,11716464,AWU - Burleson Rd 3210 - Water repair,3210 BURLESON RD,6/4/19,Austin Water Utility - DSM,5129721178,761
EX,2016-039250 EX,11512735,AWU - MERRITT DR 5000 - EMERGENCY SEWER REPAIR,5000 MERRITT DR,5/6/19,Austin Water Utility - DSM,5129721178,1125
EX,2019-042901 EX,12159446,Balfour Beatty - Bull Creek Rd 4300 blk - The Grove Block 3,4301 1/2 BULL CREEK RD,6/29/19,"Balfour Beatty Construction, LLC",5124452424,179
EX,2019-048919 EX,12166686,AWU - SOUTHLAND DR  2511 - EMERGENCY SEWER LINE REPAIR,2511 SOUTHLAND DR,5/1/19,Austin Water Utility - CSS,5129722022,30
EX,2019-045979 EX,12163073,AWU - SHERWOOD LN 2706 - EMERGENCY SEWER LINE REPAIR,2706 SHERWOOD LN,4/26/19,Austin Water Utility - CSS,5129722022,31
EX,2019-039478 EX,12155479,AWU - Caswell Ave 5010 -Emergency Water Sewer Line Repair-,5010 CASWELL AVE,4/13/19,Austin Water Utility - CSS,5129722022,31
EX,2019-035048 EX,12150292,AWU - E 32ND ST 200 - EMERGENCY SEWER SERVICE LINE REPAIR,200 E 32ND ST,4/6/19,Austin Water Utility - CSS,5129722022,31
EX,2019-032096 EX,12146734,AWU - BISSELL LN 1716 - EMERGENCY SEWER REPAIR,1716 BISSEL LN,4/1/19,Austin Water Utility - CSS,5129722022,31
EX,2019-040462 EX,12156657,PWD/RPC - RIDGELEA DR 3900 BLK - MILL & PAVE,3900-4119 RIDGELEA DR,4/6/19,"Austin Materials, LLC dba Ramming Paving Company",5122513713,12
EX,2019-040541 EX,12156751,PWD / RPC -W 39TH ST 1800-1805  - COA IDIQ,1800-1805 W 39TH ST,4/6/19,"Austin Materials, LLC dba Ramming Paving Company",5122513713,12
EX,2019-040317 EX,12156500,PWD/RPC - Idlewild Rd - COA IDIQ/MILL & PAVE,3900-4118 IDLEWILD RD,4/6/19,"Austin Materials, LLC dba Ramming Paving Company",5122513713,12
EX,2019-040564 EX,12156789,PWD / RPC - PETES PATH 3900-4016 - COA IDIQ,3900-4016 PETES PATH,4/6/19,"Austin Materials, LLC dba Ramming Paving Company",5122513713,12
EX,2019-040505 EX,12156708,PWD / RPC - JEFFERSON ST 4106-4109 - COA IDIQ,4106-4109 JEFFERSON ST,4/6/19,"Austin Materials, LLC dba Ramming Paving Company",5122513713,12
EX,2019-011792 EX,12122966,PWD IDIQ - Dessau Rd 10900-12246 blk - Milling & Paving,11400-11510 DESSAU RD,4/30/19,"Austin Materials, LLC dba Ramming Paving Company",5122513713,78
EX,2019-018869 EX,12131204,Atmos Energy -Tom Kemp Ln 13800 blk - new gas service,13800-13817 TOM KEMP LN,5/6/19,Hinds Paving,5127563094,63
EX,2019-051194 EX,12169509,DENBOW COMPANY - MUELLER BLVD 4600 BLK - DUCT BANK INSTALL,4627-4667 MUELLER BLVD,5/6/19,"Denbow Company, Inc.",5122642767,28
EX,2019-023909 EX,12137188,Denbow - Comal Street 20-39 - RBJ Electric/telecom installtion,20-39 COMAL ST,4/26/19,"Denbow Company, Inc.",5122642767,50
EX,2019-020717 EX,12133346,Denbow - PEARL ST 2100-2111 - Install Duct Bank,2100-2111 PEARL ST,4/17/19,"Denbow Company, Inc.",5122642767,4
EX,2018-195698 EX,12085183,Denbow - 21ST ST W 700 blk (alley)- INSTALL ELECTRICAL CONDUIT,700-723 W 21ST ST,4/17/19,"Denbow Company, Inc.",5122642767,4
EX,2018-095251 EX,11955894,DENBOW -  W 21ST STREET 700-723 - WATER AND WASTEWATER,700-723 W 21ST ST,4/24/19,"Denbow Company, Inc.",5122642767,63
EX,2019-047485 EX,12164952,ATD/ALPHA - PAINTED VALLEY DR 5500 BLK - SPEED CUSHION INSTALL,5500-5823 PAINTED VALLEY DR,5/3/19,"Alpha Paving Industries, LLC",5126779001,30
EX,2019-047481 EX,12164936,ATD/ALPHA - OAK MEADOW DR 7000 BLK - ASPHALT CUSHION INSTALL,7000-7307 OAK MEADOW DR,5/3/19,"Alpha Paving Industries, LLC",5126779001,30
EX,2019-045288 EX,12162279,ATD/ALPHA - BURNEY DR 4100 Blk - SPEED CUSHION INSTALL,4100-4117 BURNEY DR,5/3/19,"Alpha Paving Industries, LLC",5126779001,30
EX,2018-210766 EX,12103444,SBO IDIQ ALPHA - LEONA ST 2206 - 18-251184,2206 LEONA ST,5/25/19,"Alpha Paving Industries, LLC",5126779001,68
EX,2018-202974 EX,12094013,SBO IDIQ ALPHA - CHICON ST 2200 BLK - 16-158192,2200-2217 CHICON ST,5/25/19,"Alpha Paving Industries, LLC",5126779001,61
EX,2019-000509 EX,12110102,SBO IDIQ ALPHA - NUECES ST 1706 - 18-297947,1706 NUECES ST,4/25/19,"Alpha Paving Industries, LLC",5126779001,31
EX,2018-210045 EX,12102530,SBO IDIQ ALPHA - CLARKSON AVE 3400 - IDIQ RESTRORATION,3400 CLARKSON AVE,5/25/19,"Alpha Paving Industries, LLC",5126779001,61
EX,2019-001094 EX,12110831,SBO IDIQ ALPHA - E 28TH ST 1304 - 18-319938,1304 E 28TH ST,5/25/19,"Alpha Paving Industries, LLC",5126779001,61
EX,2019-004515 EX,12114363,SBO IDIQ ALPHA - LEONA ST 1133 - 18-55882,1133 LEONA ST,4/26/19,"Alpha Paving Industries, LLC",5126779001,31
EX,2019-004472 EX,12114320,SBO IDIQ ALPHA - LAWSON LN 1136 - 18-481576,1136 LAWSON LN,4/26/19,"Alpha Paving Industries, LLC",5126779001,31
EX,2019-004473 EX,12114321,SBO IDIQ ALPHA - ROBBINS PL 1910 - 18-479479,1910 ROBBINS PL,5/25/19,"Alpha Paving Industries, LLC",5126779001,61
EX,2019-001093 EX,12110830,SBO IDIQ ALPHA - E 30TH ST 1104 - 18-319934,1104 E 30TH ST,5/25/19,"Alpha Paving Industries, LLC",5126779001,61
EX,2018-211522 EX,12104409,SBO IDIQ ALPHA - E 10TH ST 1910 - 18-283286,1910 E 10TH ST,5/19/19,"Alpha Paving Industries, LLC",5126779001,54
EX,2018-211521 EX,12104408,SBO IDIQ ALPHA - COMAL ST 803 - 18-281926,803 COMAL ST,4/26/19,"Alpha Paving Industries, LLC",5126779001,31
EX,2018-206985 EX,12098837,SBO IDIQ ALPHA - LEONA ST 1803 - 17-364269,1801 LEONA ST,4/25/19,"Alpha Paving Industries, LLC",5126779001,31
EX,2018-208000 EX,12100049,SBO IDIQ ALPHA - W 16TH ST 500 - 17-54930,500 W 16TH ST,4/30/19,"Alpha Paving Industries, LLC",5126779001,36
EX,2019-004380 EX,12114228,SBO IDIQ ALPHA - E 22ND 2200 - 18-385535,2200 E 22ND ST,5/31/19,"Alpha Paving Industries, LLC",5126779001,45
EX,2019-045278 EX,12162265,ATD / ALPHA - Amberly Pl 6200 - Install Speed Bump,6100-6403 AMBERLY PL,4/30/19,"Alpha Paving Industries, LLC",5126779001,29
EX,2018-210744 EX,12103422,SBO IDIQ ALPHA - PENNSYLVANIA AVE 1610 - 18-249724,1610 PENNSYLVANIA AVE,4/26/19,"Alpha Paving Industries, LLC",5126779001,31
EX,2019-004372 EX,12114220,SBO IDIQ ALPHA - E 10TH ST 1009 - 18-328472,1009 E 10TH ST,4/26/19,"Alpha Paving Industries, LLC",5126779001,31
EX,2018-208006 EX,12100055,SBO IDIQ ALPHA - E 7TH ST 405 - 17-71526,405 E 7TH ST,4/26/19,"Alpha Paving Industries, LLC",5126779001,31
EX,2019-004480 EX,12114328,SBO IDIQ ALPHA - E 9TH ST 2513 - 18-463360,2513 E 9TH ST,5/26/19,"Alpha Paving Industries, LLC",5126779001,61
EX,2019-000518 EX,12110111,SBO IDIQ ALPHA - E 9TH ST 2407 - 18-304357,2407 E 9TH ST,5/19/19,"Alpha Paving Industries, LLC",5126779001,54
EX,2019-001089 EX,12110826,SBO IDIQ ALPHA - E 3RD ST 1001 - 18-310076,1001 E 3RD ST,4/26/19,"Alpha Paving Industries, LLC",5126779001,31
EX,2018-207167 EX,12099056,SBO IDIQ ALPHA - BRUSHY ST 502 - 17-382510,500-517 BRUSHY ST,4/26/19,"Alpha Paving Industries, LLC",5126779001,31
EX,2019-004487 EX,12114335,SBO IDIQ ALPHA - NEAL ST 901 - 18-451779,901 NEAL ST,5/26/19,"Alpha Paving Industries, LLC",5126779001,61
EX,2019-004498 EX,12114346,SBO IDIQ ALPHA - GLEN RAE ST 2900 - 18-432735,2900 GLEN RAE ST,5/26/19,"Alpha Paving Industries, LLC",5126779001,61
EX,2018-211519 EX,12104406,SBO IDIQ ALPHA - KUHLMAN AVE 2904 - 18-279133,2904 KUHLMAN AVE,4/26/19,"Alpha Paving Industries, LLC",5126779001,31
EX,2018-206944 EX,12098792,SBO IDIQ ALPHA - KUHLMAN AVE 2900 - 17-291443,2900 KUHLMAN AVE,4/26/19,"Alpha Paving Industries, LLC",5126779001,31
EX,2019-004386 EX,12114234,SBO IDIQ ALPHA - W 22ND HALF ST 1107 - 18-419367,1107 W 22ND HALF ST,5/20/19,"Alpha Paving Industries, LLC",5126779001,61
EX,2018-212747 EX,12105864,SBO IDIQ ALPHA - SAN GABRIEL ST 2101 - 18-295063,2101 SAN GABRIEL ST,5/20/19,"Alpha Paving Industries, LLC",5126779001,61
EX,2019-000526 EX,12110119,SBO IDIQ ALPHA - NILES RD 1809 - 18-308608,1809 NILES RD,5/18/19,"Alpha Paving Industries, LLC",5126779001,61
EX,2018-212129 EX,12105199,SBO IDIQ ALPHA - ENFIELD RD 2315 - 18-293538,2315 ENFIELD RD,5/18/19,"Alpha Paving Industries, LLC",5126779001,61
EX,2018-207996 EX,12100045,SBO IDIQ ALPHA - GRISWOLD LN 2001 - 17-464005,2001 GRISWOLD LN,5/18/19,"Alpha Paving Industries, LLC",5126779001,61
EX,2018-212125 EX,12105195,SBO IDIQ ALPHA - HARRIS AVE 712 - 18-288017,712 HARRIS AVE,6/16/19,"Alpha Paving Industries, LLC",5126779001,61
EX,2018-202963 EX,12094002,SBO IDIQ ALPHA - DILLMAN ST 1500 - 15-40903,1500 DILLMAN ST,5/18/19,"Alpha Paving Industries, LLC",5126779001,61
EX,2018-212120 EX,12105190,SBO IDIQ ALPHA - HOLLY HILL DR 1915 - 18-283288,1915 HOLLY HILL DR,5/18/19,"Alpha Paving Industries, LLC",5126779001,61
EX,2019-000513 EX,12110106,SBO IDIQ ALPHA - THOUSAND OAKS DR 3204 - 18-299444,3204 THOUSAND OAKS DR,5/18/19,"Alpha Paving Industries, LLC",5126779001,61
EX,2019-000516 EX,12110109,SBO IDIQ ALPHA - PEREGRINE FALCON DR 3519 - 18-300851,3519 PEREGRINE FALCON DR,5/18/19,"Alpha Paving Industries, LLC",5126779001,61
EX,2018-212124 EX,12105194,SBO IDIQ ALPHA - KITTANSETT CV 1307 - 18-285054,1307 KITTANSETT CV,5/18/19,"Alpha Paving Industries, LLC",5126779001,61
EX,2018-207994 EX,12100043,SBO IDIQ ALPHA - WILSON HEIGHTS DR 1403 - 17-446364,1403 WILSON HEIGHTS DR,4/18/19,"Alpha Paving Industries, LLC",5126779001,31
EX,2019-001087 EX,12110824,SBO IDIQ ALPHA - E 35TH ST 104 - 18-308610,108-203 E 35TH ST,5/18/19,"Alpha Paving Industries, LLC",5126779001,61
EX,2019-004390 EX,12114238,SBO IDIQ ALPHA - CEDAR ST 3102 - 18-426652,3102 CEDAR ST,5/19/19,"Alpha Paving Industries, LLC",5126779001,61
EX,2019-004381 EX,12114229,SBO IDIQ ALPHA - W 6TH ST 1405 - 18-39048,1405 W 6TH ST,4/19/19,"Alpha Paving Industries, LLC",5126779001,31
EX,2019-000520 EX,12110113,SBO IDIQ ALPHA - W 10TH ST 1317 - 18-305780,1317 W 10TH ST,5/19/19,"Alpha Paving Industries, LLC",5126779001,61
EX,2019-000519 EX,12110112,SBO IDQ ALPHA - W 10TH ST 1611 - 18-305772,1611 W 10TH ST,5/19/19,"Alpha Paving Industries, LLC",5126779001,61
EX,2018-210741 EX,12103419,SBO IDIQ ALPHA - MARSHALL LN 1204 - 18-23739,1204 MARSHALL LN,5/19/19,"Alpha Paving Industries, LLC",5126779001,61
EX,2019-004377 EX,12114225,SBO IDIQ ALPHA - WATERSTON AVE 1808 - 18-357383,1808 WATERSTON AVE,5/1/19,"Alpha Paving Industries, LLC",5126779001,30
EX,2019-004469 EX,12114317,SBO IDIQ ALPHA - LONGVIEW ST 2411 - 18-486697,2411 LONGVIEW ST,5/19/19,"Alpha Paving Industries, LLC",5126779001,61
EX,2019-004514 EX,12114362,SBO IDIQ ALPHA - W 31ST ST 208 - 18-64271,208 W 31ST ST,5/19/19,"Alpha Paving Industries, LLC",5126779001,61
EX,2019-035861 EX,12151232,ATD / ALPHA -  Jefferson ST 2800 BLK - Speed Bump Install,2800-2812 JEFFERSON ST,4/25/19,"Alpha Paving Industries, LLC",5126779001,31
EX,2019-035920 EX,12151295,ATD / ALPHA - Yaupon Dr 6500 BLK - Speed Bump Install,6518-6627 YAUPON DR,5/1/19,"Alpha Paving Industries, LLC",5126779001,30
EX,2019-035912 EX,12151287,ATD/ALPHA - St Edwards Dr 700 BLK - Speed Cushion Install,700-1213 ST EDWARDS DR,5/3/19,"Alpha Paving Industries, LLC",5126779001,30
EX,2019-035896 EX,12151271,ATD/ALPHA - KROMER ST 8500 - SPEED CUSHION INSTALL,8500-8609 KROMER ST,5/3/19,"Alpha Paving Industries, LLC",5126779001,30
EX,2019-035887 EX,12151262,ATD/ ALPHA - Yandall Drive 2700 BLK - Install Speed Bumps,2700-2726 YANDALL DR,4/26/19,"Alpha Paving Industries, LLC",5126779001,31
EX,2019-035880 EX,12151255,ATD / ALPHA - Oakmont BLVD 3300 BLK - Speed Bump Install,3300-3319 OAKMONT BLVD,4/25/19,"Alpha Paving Industries, LLC",5126779001,31
EX,2018-202953 EX,12093992,SBO IDIQ ALPHA - ENFIELD RD 2411 - 15-10825,2411 ENFIELD RD,4/30/19,"Alpha Paving Industries, LLC",5126779001,53
EX,2018-176971 EX,12048972,SBO IDIQ ALPHA - 4805 DUVAL RD - 15-33893,4805 DUVAL RD,4/30/19,"Alpha Paving Industries, LLC",5126779001,53
EX,2019-034721 EX,12149920,SBO IDIQ ALPHA - CRESTWOOD RD 1400 - Asphalt Repair,1400 CRESTWOOD RD,4/27/19,"Alpha Paving Industries, LLC",5126779001,31
EX,2019-030692 EX,12145168,SBO IDIQ ALPHA - GOODNIGHT LN 6300 BLK - STREET REPAIR,6309 GOODNIGHT LN,4/14/19,"Alpha Paving Industries, LLC",5126779001,31
EX,2019-030526 EX,12144979,SBO IDIQ ALPHA - WANDER LN 12100 blk - STREET REPAIR,12111 WANDER LN,4/13/19,"Alpha Paving Industries, LLC",5126779001,31
EX,2019-030540 EX,12144993,SBO IDIQ ALPHA - E 43RD ST 1000 blk - STREET REPAIR,1001 E 43RD ST,4/13/19,"Alpha Paving Industries, LLC",5126779001,31
EX,2019-034691 EX,12149873,SBO IDIQ ALPHA - COUNTRY KNOLL 11104 - ASPHAL REPAIR,11104 COUNTRY KNOLL,5/8/19,"Alpha Paving Industries, LLC",5126779001,30
EX,2019-030743 EX,12145222,SBO IDIQ ALPHA - STRATFORD HILLS LN 3200 BLK - ASPHALT REPAIR,3211 STRATFORD HILLS LN,4/27/19,"Alpha Paving Industries, LLC",5126779001,31
EX,2019-030545 EX,12144998,SBO IDIQ ALPHA - MEARNS MEADOW BLVD 1800 blk - STREET REPAIR,1805 MEARNS MEADOW BLVD,4/13/19,"Alpha Paving Industries, LLC",5126779001,31
EX,2019-030587 EX,12145045,SBO IDIQ ALPHA - GATO PATH 6300 BLK - STREET REPAIR,6303 GATO PATH,4/13/19,"Alpha Paving Industries, LLC",5126779001,31
EX,2019-030527 EX,12144980,SBO IDIQ ALPHA - RUTGERS AVE 7800 BLK - STREET REPAIR,7800 RUTGERS AVE,4/13/19,"Alpha Paving Industries, LLC",5126779001,31
EX,2019-030575 EX,12145033,SBO IDIQ ALPHA - CEBERRY DR 8100 BLK - street repair,8147 CEBERRY DR,4/13/19,"Alpha Paving Industries, LLC",5126779001,31
EX,2019-030860 EX,12145363,SBO IDIQ ALPHA - W 10TH ST 1400 BLK - STREET REPAIR,1403 W 10TH ST,4/20/19,"Alpha Paving Industries, LLC",5126779001,31
EX,2019-030600 EX,12145058,SBO IDIQ ALPHA - OLANDER ST 1205 - 19-31758,1205 OLANDER ST,4/25/19,"Alpha Paving Industries, LLC",5126779001,31
